name,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h,actualized
Brno-Tuřany,1.3,9.4,,13.0,41.3,12.0,16.0,2023-01-24 23:41:17.000000
Brno - Dětská nemocnice,,14.7,,14.0,34.7,13.7,12.0,2023-01-24 23:41:17.000000
Brno-Výstaviště,,15.5,,14.1,,16.9,12.2,2023-01-24 23:41:17.000000
Brno-Komárov,,12.6,,14.0,,15.0,13.6,2023-01-24 23:41:17.000000
Brno-Líšeň,,,,15.0,,12.5,12.0,2023-01-24 23:41:17.000000
Brno-Arboretum,,11.3,,10.7,37.7,11.5,9.9,2023-01-24 23:41:17.000000
Brno-Svatoplukova,,16.8,495.0,16.9,,20.7,13.6,2023-01-24 23:41:17.000000
Brno-Úvoz (hot spot),,22.0,374.0,13.0,,14.8,12.0,2023-01-24 23:41:17.000000
Brno-Masná,,,,11.0,,13.0,10.0,2023-01-25 01:41:23.000000
Brno-Výstaviště,,10.1,,12.0,,17.3,10.8,2023-01-25 01:41:23.000000
Brno - Dětská nemocnice,,9.9,,11.0,40.3,14.3,12.0,2023-01-25 01:41:23.000000
Brno-Svatoplukova,,13.6,451.0,12.5,,21.0,11.5,2023-01-25 01:41:23.000000
Brno-Tuřany,1.3,8.0,,8.0,39.7,12.2,8.0,2023-01-25 01:41:23.000000
Brno-Lány,1.3,9.4,350.0,13.2,39.5,15.0,12.9,2023-01-25 01:41:23.000000
Brno-Úvoz (hot spot),,11.7,352.0,11.0,,15.2,10.0,2023-01-25 01:41:23.000000
Brno-Komárov,,9.4,,12.9,,15.4,12.7,2023-01-25 01:41:23.000000
Brno-Arboretum,,8.0,,10.1,41.9,11.9,9.5,2023-01-25 01:41:23.000000
Brno-Líšeň,,,,15.0,,13.1,7.0,2023-01-25 01:41:23.000000
Brno-Líšeň,,,,13.0,,13.3,17.0,2023-01-25 02:41:23.000000
Brno-Lány,1.3,7.5,335.0,11.9,43.1,15.0,11.8,2023-01-25 02:41:23.000000
Brno - Dětská nemocnice,,8.6,,15.0,44.1,14.7,11.0,2023-01-25 02:41:23.000000
Brno-Tuřany,1.3,6.3,,12.0,0.0,12.3,4.0,2023-01-25 02:41:23.000000
Brno-Komárov,,7.5,,10.8,,15.4,10.6,2023-01-25 02:41:23.000000
Brno-Úvoz (hot spot),,12.2,341.0,10.0,,15.3,9.0,2023-01-25 02:41:23.000000
Brno-Arboretum,,7.1,,8.5,45.1,11.9,7.9,2023-01-25 02:41:23.000000
